week,staff_id,staff_name,role,service,present
42,STF-f2a7bd6f,Nathan Maldonado,nursing_assistant,emergency,0
43,STF-f2a7bd6f,Nathan Maldonado,nursing_assistant,emergency,1
44,STF-f2a7bd6f,Nathan Maldonado,nursing_assistant,emergency,1
45,STF-f2a7bd6f,Nathan Maldonado,nursing_assistant,emergency,0
46,STF-f2a7bd6f,Nathan Maldonado,nursing_assistant,emergency,0
47,STF-f2a7bd6f,Nathan Maldonado,nursing_assistant,emergency,1
48,STF-f2a7bd6f,Nathan Maldonado,nursing_assistant,emergency,0
49,STF-f2a7bd6f,Nathan Maldonado,nursing_assistant,emergency,0
50,STF-f2a7bd6f,Nathan Maldonado,nursing_assistant,emergency,1
51,STF-f2a7bd6f,Nathan Maldonado,nursing_assistant,emergency,0
52,STF-f2a7bd6f,Nathan Maldonado,nursing_assistant,emergency,1
1,STF-d7c28217,Debra Davidson,nursing_assistant,emergency,1
2,STF-d7c28217,Debra Davidson,nursing_assistant,emergency,1
3,STF-d7c28217,Debra Davidson,nursing_assistant,emergency,0
4,STF-d7c28217,Debra Davidson,nursing_assistant,emergency,1
5,STF-d7c28217,Debra Davidson,nursing_assistant,emergency,1
6,STF-d7c28217,Debra Davidson,nursing_assistant,emergency,0
7,STF-d7c28217,Debra Davidson,nursing_assistant,emergency,0
8,STF-d7c28217,Debra Davidson,nursing_assistant,emergency,1
9,STF-d7c28217,Debra Davidson,nursing_assistant,emergency,0
10,STF-d7c28217,Debra Davidson,nursing_assistant,emergency,1
11,STF-d7c28217,Debra Davidson,nursing_assistant,emergency,1
12,STF-d7c28217,Debra Davidson,nursing_assistant,emergency,0
13,STF-d7c28217,Debra Davidson,nursing_assistant,emergency,1
14,STF-d7c28217,Debra Davidson,nursing_assistant,emergency,1
15,STF-d7c28217,Debra Davidson,nursing_assistant,emergency,0
16,STF-d7c28217,Debra Davidson,nursing_assistant,emergency,1
17,STF-d7c28217,Debra Davidson,nursing_assistant,emergency,1
18,STF-d7c28217,Debra Davidson,nursing_assistant,emergency,0
19,STF-d7c28217,Debra Davidson,nursing_assistant,emergency,1
20,STF-d7c28217,Debra Davidson,nursing_assistant,emergency,1
21,STF-d7c28217,Debra Davidson,nursing_assistant,emergency,0
22,STF-d7c28217,Debra Davidson,nursing_assistant,emergency,1
23,STF-d7c28217,Debra Davidson,nursing_assistant,emergency,1
24,STF-d7c28217,Debra Davidson,nursing_assistant,emergency,0
25,STF-d7c28217,Debra Davidson,nursing_assistant,emergency,1
26,STF-d7c28217,Debra Davidson,nursing_assistant,emergency,1
27,STF-d7c28217,Debra Davidson,nursing_assistant,emergency,0
28,STF-d7c28217,Debra Davidson,nursing_assistant,emergency,1
29,STF-d7c28217,Debra Davidson,nursing_assistant,emergency,0
30,STF-d7c28217,Debra Davidson,nursing_assistant,emergency,0
31,STF-d7c28217,Debra Davidson,nursing_assistant,emergency,1
32,STF-d7c28217,Debra Davidson,nursing_assistant,emergency,1
33,STF-d7c28217,Debra Davidson,nursing_assistant,emergency,0
34,STF-d7c28217,Debra Davidson,nursing_assistant,emergency,0
35,STF-d7c28217,Debra Davidson,nursing_assistant,emergency,1
36,STF-d7c28217,Debra Davidson,nursing_assistant,emergency,0
37,STF-d7c28217,Debra Davidson,nursing_assistant,emergency,1
38,STF-d7c28217,Debra Davidson,nursing_assistant,emergency,1
39,STF-d7c28217,Debra Davidson,nursing_assistant,emergency,0
40,STF-d7c28217,Debra Davidson,nursing_assistant,emergency,0
41,STF-d7c28217,Debra Davidson,nursing_assistant,emergency,1
42,STF-d7c28217,Debra Davidson,nursing_assistant,emergency,0
43,STF-d7c28217,Debra Davidson,nursing_assistant,emergency,1
44,STF-d7c28217,Debra Davidson,nursing_assistant,emergency,1
45,STF-d7c28217,Debra Davidson,nursing_assistant,emergency,0
46,STF-d7c28217,Debra Davidson,nursing_assistant,emergency,1
47,STF-d7c28217,Debra Davidson,nursing_assistant,emergency,1
48,STF-d7c28217,Debra Davidson,nursing_assistant,emergency,0
49,STF-d7c28217,Debra Davidson,nursing_assistant,emergency,1
50,STF-d7c28217,Debra Davidson,nursing_assistant,emergency,1
51,STF-d7c28217,Debra Davidson,nursing_assistant,emergency,0
52,STF-d7c28217,Debra Davidson,nursing_assistant,emergency,1
1,STF-2bfe24c1,Jeffrey Chavez,nursing_assistant,emergency,1
2,STF-2bfe24c1,Jeffrey Chavez,nursing_assistant,emergency,1
3,STF-2bfe24c1,Jeffrey Chavez,nursing_assistant,emergency,0
4,STF-2bfe24c1,Jeffrey Chavez,nursing_assistant,emergency,1
5,STF-2bfe24c1,Jeffrey Chavez,nursing_assistant,emergency,1
6,STF-2bfe24c1,Jeffrey Chavez,nursing_assistant,emergency,0
7,STF-2bfe24c1,Jeffrey Chavez,nursing_assistant,emergency,1
8,STF-2bfe24c1,Jeffrey Chavez,nursing_assistant,emergency,1
9,STF-2bfe24c1,Jeffrey Chavez,nursing_assistant,emergency,0
10,STF-2bfe24c1,Jeffrey Chavez,nursing_assistant,emergency,1
11,STF-2bfe24c1,Jeffrey Chavez,nursing_assistant,emergency,1
12,STF-2bfe24c1,Jeffrey Chavez,nursing_assistant,emergency,0
13,STF-2bfe24c1,Jeffrey Chavez,nursing_assistant,emergency,1
14,STF-2bfe24c1,Jeffrey Chavez,nursing_assistant,emergency,0
15,STF-2bfe24c1,Jeffrey Chavez,nursing_assistant,emergency,0
16,STF-2bfe24c1,Jeffrey Chavez,nursing_assistant,emergency,1
17,STF-2bfe24c1,Jeffrey Chavez,nursing_assistant,emergency,1
18,STF-2bfe24c1,Jeffrey Chavez,nursing_assistant,emergency,0
19,STF-2bfe24c1,Jeffrey Chavez,nursing_assistant,emergency,0
20,STF-2bfe24c1,Jeffrey Chavez,nursing_assistant,emergency,1
21,STF-2bfe24c1,Jeffrey Chavez,nursing_assistant,emergency,0
22,STF-2bfe24c1,Jeffrey Chavez,nursing_assistant,emergency,1
23,STF-2bfe24c1,Jeffrey Chavez,nursing_assistant,emergency,1
24,STF-2bfe24c1,Jeffrey Chavez,nursing_assistant,emergency,0
25,STF-2bfe24c1,Jeffrey Chavez,nursing_assistant,emergency,1
26,STF-2bfe24c1,Jeffrey Chavez,nursing_assistant,emergency,1
27,STF-2bfe24c1,Jeffrey Chavez,nursing_assistant,emergency,0
28,STF-2bfe24c1,Jeffrey Chavez,nursing_assistant,emergency,1
29,STF-2bfe24c1,Jeffrey Chavez,nursing_assistant,emergency,1
30,STF-2bfe24c1,Jeffrey Chavez,nursing_assistant,emergency,0
31,STF-2bfe24c1,Jeffrey Chavez,nursing_assistant,emergency,1
32,STF-2bfe24c1,Jeffrey Chavez,nursing_assistant,emergency,1
33,STF-2bfe24c1,Jeffrey Chavez,nursing_assistant,emergency,0
34,STF-2bfe24c1,Jeffrey Chavez,nursing_assistant,emergency,1
35,STF-2bfe24c1,Jeffrey Chavez,nursing_assistant,emergency,1
36,STF-2bfe24c1,Jeffrey Chavez,nursing_assistant,emergency,0
37,STF-2bfe24c1,Jeffrey Chavez,nursing_assistant,emergency,1
38,STF-2bfe24c1,Jeffrey Chavez,nursing_assistant,emergency,1
39,STF-2bfe24c1,Jeffrey Chavez,nursing_assistant,emergency,0
40,STF-2bfe24c1,Jeffrey Chavez,nursing_assistant,emergency,1
41,STF-2bfe24c1,Jeffrey Chavez,nursing_assistant,emergency,1
42,STF-2bfe24c1,Jeffrey Chavez,nursing_assistant,emergency,0
43,STF-2bfe24c1,Jeffrey Chavez,nursing_assistant,emergency,1
44,STF-2bfe24c1,Jeffrey Chavez,nursing_assistant,emergency,1
45,STF-2bfe24c1,Jeffrey Chavez,nursing_assistant,emergency,0
46,STF-2bfe24c1,Jeffrey Chavez,nursing_assistant,emergency,0
47,STF-2bfe24c1,Jeffrey Chavez,nursing_assistant,emergency,1
48,STF-2bfe24c1,Jeffrey Chavez,nursing_assistant,emergency,0
49,STF-2bfe24c1,Jeffrey Chavez,nursing_assistant,emergency,1
50,STF-2bfe24c1,Jeffrey Chavez,nursing_assistant,emergency,1
51,STF-2bfe24c1,Jeffrey Chavez,nursing_assistant,emergency,0
52,STF-2bfe24c1,Jeffrey Chavez,nursing_assistant,emergency,1
1,STF-3abc4202,Sherri Baker,nursing_assistant,emergency,1
2,STF-3abc4202,Sherri Baker,nursing_assistant,emergency,1
3,STF-3abc4202,Sherri Baker,nursing_assistant,emergency,0
4,STF-3abc4202,Sherri Baker,nursing_assistant,emergency,1
5,STF-3abc4202,Sherri Baker,nursing_assistant,emergency,1
6,STF-3abc4202,Sherri Baker,nursing_assistant,emergency,0
7,STF-3abc4202,Sherri Baker,nursing_assistant,emergency,1
8,STF-3abc4202,Sherri Baker,nursing_assistant,emergency,1
9,STF-3abc4202,Sherri Baker,nursing_assistant,emergency,0
10,STF-3abc4202,Sherri Baker,nursing_assistant,emergency,1
11,STF-3abc4202,Sherri Baker,nursing_assistant,emergency,0
12,STF-3abc4202,Sherri Baker,nursing_assistant,emergency,0
13,STF-3abc4202,Sherri Baker,nursing_assistant,emergency,1
14,STF-3abc4202,Sherri Baker,nursing_assistant,emergency,1
15,STF-3abc4202,Sherri Baker,nursing_assistant,emergency,0
16,STF-3abc4202,Sherri Baker,nursing_assistant,emergency,1
17,STF-3abc4202,Sherri Baker,nursing_assistant,emergency,1
18,STF-3abc4202,Sherri Baker,nursing_assistant,emergency,0
19,STF-3abc4202,Sherri Baker,nursing_assistant,emergency,1
20,STF-3abc4202,Sherri Baker,nursing_assistant,emergency,1
21,STF-3abc4202,Sherri Baker,nursing_assistant,emergency,0
22,STF-3abc4202,Sherri Baker,nursing_assistant,emergency,1
23,STF-3abc4202,Sherri Baker,nursing_assistant,emergency,1
24,STF-3abc4202,Sherri Baker,nursing_assistant,emergency,0
25,STF-3abc4202,Sherri Baker,nursing_assistant,emergency,1
26,STF-3abc4202,Sherri Baker,nursing_assistant,emergency,1
27,STF-3abc4202,Sherri Baker,nursing_assistant,emergency,0
28,STF-3abc4202,Sherri Baker,nursing_assistant,emergency,1
29,STF-3abc4202,Sherri Baker,nursing_assistant,emergency,1
30,STF-3abc4202,Sherri Baker,nursing_assistant,emergency,0
31,STF-3abc4202,Sherri Baker,nursing_assistant,emergency,1
32,STF-3abc4202,Sherri Baker,nursing_assistant,emergency,1
33,STF-3abc4202,Sherri Baker,nursing_assistant,emergency,0
34,STF-3abc4202,Sherri Baker,nursing_assistant,emergency,1
35,STF-3abc4202,Sherri Baker,nursing_assistant,emergency,1
36,STF-3abc4202,Sherri Baker,nursing_assistant,emergency,0
37,STF-3abc4202,Sherri Baker,nursing_assistant,emergency,0
38,STF-3abc4202,Sherri Baker,nursing_assistant,emergency,1
39,STF-3abc4202,Sherri Baker,nursing_assistant,emergency,0
40,STF-3abc4202,Sherri Baker,nursing_assistant,emergency,1
41,STF-3abc4202,Sherri Baker,nursing_assistant,emergency,1
42,STF-3abc4202,Sherri Baker,nursing_assistant,emergency,0
43,STF-3abc4202,Sherri Baker,nursing_assistant,emergency,1
44,STF-3abc4202,Sherri Baker,nursing_assistant,emergency,1
45,STF-3abc4202,Sherri Baker,nursing_assistant,emergency,0
46,STF-3abc4202,Sherri Baker,nursing_assistant,emergency,1
47,STF-3abc4202,Sherri Baker,nursing_assistant,emergency,1
48,STF-3abc4202,Sherri Baker,nursing_assistant,emergency,0
49,STF-3abc4202,Sherri Baker,nursing_assistant,emergency,1
50,STF-3abc4202,Sherri Baker,nursing_assistant,emergency,1
51,STF-3abc4202,Sherri Baker,nursing_assistant,emergency,0
52,STF-3abc4202,Sherri Baker,nursing_assistant,emergency,1
1,STF-bc33b33b,Cassandra Gaines,nursing_assistant,emergency,1
2,STF-bc33b33b,Cassandra Gaines,nursing_assistant,emergency,1
3,STF-bc33b33b,Cassandra Gaines,nursing_assistant,emergency,0
4,STF-bc33b33b,Cassandra Gaines,nursing_assistant,emergency,1
5,STF-bc33b33b,Cassandra Gaines,nursing_assistant,emergency,1
6,STF-bc33b33b,Cassandra Gaines,nursing_assistant,emergency,0
7,STF-bc33b33b,Cassandra Gaines,nursing_assistant,emergency,1
8,STF-bc33b33b,Cassandra Gaines,nursing_assistant,emergency,1
9,STF-bc33b33b,Cassandra Gaines,nursing_assistant,emergency,0
10,STF-bc33b33b,Cassandra Gaines,nursing_assistant,emergency,1
11,STF-bc33b33b,Cassandra Gaines,nursing_assistant,emergency,1
12,STF-bc33b33b,Cassandra Gaines,nursing_assistant,emergency,0
13,STF-bc33b33b,Cassandra Gaines,nursing_assistant,emergency,1
14,STF-bc33b33b,Cassandra Gaines,nursing_assistant,emergency,1
15,STF-bc33b33b,Cassandra Gaines,nursing_assistant,emergency,0
16,STF-bc33b33b,Cassandra Gaines,nursing_assistant,emergency,1
17,STF-bc33b33b,Cassandra Gaines,nursing_assistant,emergency,1
18,STF-bc33b33b,Cassandra Gaines,nursing_assistant,emergency,0
19,STF-bc33b33b,Cassandra Gaines,nursing_assistant,emergency,1
20,STF-bc33b33b,Cassandra Gaines,nursing_assistant,emergency,1
21,STF-bc33b33b,Cassandra Gaines,nursing_assistant,emergency,0
22,STF-bc33b33b,Cassandra Gaines,nursing_assistant,emergency,1
23,STF-bc33b33b,Cassandra Gaines,nursing_assistant,emergency,0
24,STF-bc33b33b,Cassandra Gaines,nursing_assistant,emergency,0
25,STF-bc33b33b,Cassandra Gaines,nursing_assistant,emergency,1
26,STF-bc33b33b,Cassandra Gaines,nursing_assistant,emergency,0
27,STF-bc33b33b,Cassandra Gaines,nursing_assistant,emergency,0
28,STF-bc33b33b,Cassandra Gaines,nursing_assistant,emergency,1
29,STF-bc33b33b,Cassandra Gaines,nursing_assistant,emergency,0
30,STF-bc33b33b,Cassandra Gaines,nursing_assistant,emergency,0
31,STF-bc33b33b,Cassandra Gaines,nursing_assistant,emergency,1
32,STF-bc33b33b,Cassandra Gaines,nursing_assistant,emergency,1
33,STF-bc33b33b,Cassandra Gaines,nursing_assistant,emergency,0
34,STF-bc33b33b,Cassandra Gaines,nursing_assistant,emergency,1
35,STF-bc33b33b,Cassandra Gaines,nursing_assistant,emergency,1
36,STF-bc33b33b,Cassandra Gaines,nursing_assistant,emergency,0
37,STF-bc33b33b,Cassandra Gaines,nursing_assistant,emergency,1
38,STF-bc33b33b,Cassandra Gaines,nursing_assistant,emergency,1
39,STF-bc33b33b,Cassandra Gaines,nursing_assistant,emergency,0
40,STF-bc33b33b,Cassandra Gaines,nursing_assistant,emergency,1
41,STF-bc33b33b,Cassandra Gaines,nursing_assistant,emergency,1
42,STF-bc33b33b,Cassandra Gaines,nursing_assistant,emergency,0
43,STF-bc33b33b,Cassandra Gaines,nursing_assistant,emergency,0
44,STF-bc33b33b,Cassandra Gaines,nursing_assistant,emergency,1
45,STF-bc33b33b,Cassandra Gaines,nursing_assistant,emergency,0
46,STF-bc33b33b,Cassandra Gaines,nursing_assistant,emergency,1
47,STF-bc33b33b,Cassandra Gaines,nursing_assistant,emergency,1
48,STF-bc33b33b,Cassandra Gaines,nursing_assistant,emergency,0
49,STF-bc33b33b,Cassandra Gaines,nursing_assistant,emergency,1
50,STF-bc33b33b,Cassandra Gaines,nursing_assistant,emergency,1
51,STF-bc33b33b,Cassandra Gaines,nursing_assistant,emergency,0
52,STF-bc33b33b,Cassandra Gaines,nursing_assistant,emergency,1
1,STF-2c155ebf,Elizabeth Fowler,nursing_assistant,emergency,1
2,STF-2c155ebf,Elizabeth Fowler,nursing_assistant,emergency,1
3,STF-2c155ebf,Elizabeth Fowler,nursing_assistant,emergency,0
4,STF-2c155ebf,Elizabeth Fowler,nursing_assistant,emergency,1
5,STF-2c155ebf,Elizabeth Fowler,nursing_assistant,emergency,0
6,STF-2c155ebf,Elizabeth Fowler,nursing_assistant,emergency,0
7,STF-2c155ebf,Elizabeth Fowler,nursing_assistant,emergency,1
8,STF-2c155ebf,Elizabeth Fowler,nursing_assistant,emergency,1
9,STF-2c155ebf,Elizabeth Fowler,nursing_assistant,emergency,0
10,STF-2c155ebf,Elizabeth Fowler,nursing_assistant,emergency,1
11,STF-2c155ebf,Elizabeth Fowler,nursing_assistant,emergency,1
12,STF-2c155ebf,Elizabeth Fowler,nursing_assistant,emergency,0
13,STF-2c155ebf,Elizabeth Fowler,nursing_assistant,emergency,1
14,STF-2c155ebf,Elizabeth Fowler,nursing_assistant,emergency,1
15,STF-2c155ebf,Elizabeth Fowler,nursing_assistant,emergency,0
16,STF-2c155ebf,Elizabeth Fowler,nursing_assistant,emergency,1
17,STF-2c155ebf,Elizabeth Fowler,nursing_assistant,emergency,0
18,STF-2c155ebf,Elizabeth Fowler,nursing_assistant,emergency,0
19,STF-2c155ebf,Elizabeth Fowler,nursing_assistant,emergency,1
20,STF-2c155ebf,Elizabeth Fowler,nursing_assistant,emergency,1
21,STF-2c155ebf,Elizabeth Fowler,nursing_assistant,emergency,0
22,STF-2c155ebf,Elizabeth Fowler,nursing_assistant,emergency,1
23,STF-2c155ebf,Elizabeth Fowler,nursing_assistant,emergency,1
24,STF-2c155ebf,Elizabeth Fowler,nursing_assistant,emergency,0
25,STF-2c155ebf,Elizabeth Fowler,nursing_assistant,emergency,1
26,STF-2c155ebf,Elizabeth Fowler,nursing_assistant,emergency,1
27,STF-2c155ebf,Elizabeth Fowler,nursing_assistant,emergency,0
28,STF-2c155ebf,Elizabeth Fowler,nursing_assistant,emergency,1
29,STF-2c155ebf,Elizabeth Fowler,nursing_assistant,emergency,1
30,STF-2c155ebf,Elizabeth Fowler,nursing_assistant,emergency,0
31,STF-2c155ebf,Elizabeth Fowler,nursing_assistant,emergency,0
32,STF-2c155ebf,Elizabeth Fowler,nursing_assistant,emergency,1
33,STF-2c155ebf,Elizabeth Fowler,nursing_assistant,emergency,0
34,STF-2c155ebf,Elizabeth Fowler,nursing_assistant,emergency,0
35,STF-2c155ebf,Elizabeth Fowler,nursing_assistant,emergency,1
36,STF-2c155ebf,Elizabeth Fowler,nursing_assistant,emergency,0
37,STF-2c155ebf,Elizabeth Fowler,nursing_assistant,emergency,1
38,STF-2c155ebf,Elizabeth Fowler,nursing_assistant,emergency,1
39,STF-2c155ebf,Elizabeth Fowler,nursing_assistant,emergency,0
40,STF-2c155ebf,Elizabeth Fowler,nursing_assistant,emergency,1
41,STF-2c155ebf,Elizabeth Fowler,nursing_assistant,emergency,1
42,STF-2c155ebf,Elizabeth Fowler,nursing_assistant,emergency,0
43,STF-2c155ebf,Elizabeth Fowler,nursing_assistant,emergency,1
44,STF-2c155ebf,Elizabeth Fowler,nursing_assistant,emergency,1
45,STF-2c155ebf,Elizabeth Fowler,nursing_assistant,emergency,0
46,STF-2c155ebf,Elizabeth Fowler,nursing_assistant,emergency,1
47,STF-2c155ebf,Elizabeth Fowler,nursing_assistant,emergency,1
48,STF-2c155ebf,Elizabeth Fowler,nursing_assistant,emergency,0
49,STF-2c155ebf,Elizabeth Fowler,nursing_assistant,emergency,1
50,STF-2c155ebf,Elizabeth Fowler,nursing_assistant,emergency,1
51,STF-2c155ebf,Elizabeth Fowler,nursing_assistant,emergency,0
52,STF-2c155ebf,Elizabeth Fowler,nursing_assistant,emergency,1
1,STF-3007d318,Brittany Farmer,doctor,surgery,1
2,STF-3007d318,Brittany Farmer,doctor,surgery,1
3,STF-3007d318,Brittany Farmer,doctor,surgery,0
4,STF-3007d318,Brittany Farmer,doctor,surgery,1
5,STF-3007d318,Brittany Farmer,doctor,surgery,1
6,STF-3007d318,Brittany Farmer,doctor,surgery,0
7,STF-3007d318,Brittany Farmer,doctor,surgery,1
8,STF-3007d318,Brittany Farmer,doctor,surgery,0
9,STF-3007d318,Brittany Farmer,doctor,surgery,0
10,STF-3007d318,Brittany Farmer,doctor,surgery,1
11,STF-3007d318,Brittany Farmer,doctor,surgery,1
12,STF-3007d318,Brittany Farmer,doctor,surgery,0
13,STF-3007d318,Brittany Farmer,doctor,surgery,1
14,STF-3007d318,Brittany Farmer,doctor,surgery,1
15,STF-3007d318,Brittany Farmer,doctor,surgery,0
16,STF-3007d318,Brittany Farmer,doctor,surgery,1
17,STF-3007d318,Brittany Farmer,doctor,surgery,1
18,STF-3007d318,Brittany Farmer,doctor,surgery,0
19,STF-3007d318,Brittany Farmer,doctor,surgery,1
20,STF-3007d318,Brittany Farmer,doctor,surgery,1
21,STF-3007d318,Brittany Farmer,doctor,surgery,0
22,STF-3007d318,Brittany Farmer,doctor,surgery,1
23,STF-3007d318,Brittany Farmer,doctor,surgery,1
24,STF-3007d318,Brittany Farmer,doctor,surgery,0
25,STF-3007d318,Brittany Farmer,doctor,surgery,1
26,STF-3007d318,Brittany Farmer,doctor,surgery,1
27,STF-3007d318,Brittany Farmer,doctor,surgery,0
28,STF-3007d318,Brittany Farmer,doctor,surgery,1
29,STF-3007d318,Brittany Farmer,doctor,surgery,1
30,STF-3007d318,Brittany Farmer,doctor,surgery,0
31,STF-3007d318,Brittany Farmer,doctor,surgery,1
32,STF-3007d318,Brittany Farmer,doctor,surgery,1
33,STF-3007d318,Brittany Farmer,doctor,surgery,0
34,STF-3007d318,Brittany Farmer,doctor,surgery,1
35,STF-3007d318,Brittany Farmer,doctor,surgery,1
36,STF-3007d318,Brittany Farmer,doctor,surgery,0
37,STF-3007d318,Brittany Farmer,doctor,surgery,1
38,STF-3007d318,Brittany Farmer,doctor,surgery,1
39,STF-3007d318,Brittany Farmer,doctor,surgery,0
40,STF-3007d318,Brittany Farmer,doctor,surgery,1
41,STF-3007d318,Brittany Farmer,doctor,surgery,1
42,STF-3007d318,Brittany Farmer,doctor,surgery,0
43,STF-3007d318,Brittany Farmer,doctor,surgery,1
44,STF-3007d318,Brittany Farmer,doctor,surgery,1
45,STF-3007d318,Brittany Farmer,doctor,surgery,0
46,STF-3007d318,Brittany Farmer,doctor,surgery,1
47,STF-3007d318,Brittany Farmer,doctor,surgery,1
48,STF-3007d318,Brittany Farmer,doctor,surgery,0
49,STF-3007d318,Brittany Farmer,doctor,surgery,1
50,STF-3007d318,Brittany Farmer,doctor,surgery,1
51,STF-3007d318,Brittany Farmer,doctor,surgery,0
52,STF-3007d318,Brittany Farmer,doctor,surgery,0
1,STF-13f243f8,Paula Moreno,doctor,surgery,1
2,STF-13f243f8,Paula Moreno,doctor,surgery,1
3,STF-13f243f8,Paula Moreno,doctor,surgery,0
4,STF-13f243f8,Paula Moreno,doctor,surgery,1
5,STF-13f243f8,Paula Moreno,doctor,surgery,1
6,STF-13f243f8,Paula Moreno,doctor,surgery,0
7,STF-13f243f8,Paula Moreno,doctor,surgery,1
8,STF-13f243f8,Paula Moreno,doctor,surgery,1
9,STF-13f243f8,Paula Moreno,doctor,surgery,0
10,STF-13f243f8,Paula Moreno,doctor,surgery,1
11,STF-13f243f8,Paula Moreno,doctor,surgery,1
12,STF-13f243f8,Paula Moreno,doctor,surgery,0
13,STF-13f243f8,Paula Moreno,doctor,surgery,1
14,STF-13f243f8,Paula Moreno,doctor,surgery,1
15,STF-13f243f8,Paula Moreno,doctor,surgery,0
16,STF-13f243f8,Paula Moreno,doctor,surgery,1
17,STF-13f243f8,Paula Moreno,doctor,surgery,1
18,STF-13f243f8,Paula Moreno,doctor,surgery,0
19,STF-13f243f8,Paula Moreno,doctor,surgery,1
20,STF-13f243f8,Paula Moreno,doctor,surgery,1
21,STF-13f243f8,Paula Moreno,doctor,surgery,0
22,STF-13f243f8,Paula Moreno,doctor,surgery,1
23,STF-13f243f8,Paula Moreno,doctor,surgery,0
24,STF-13f243f8,Paula Moreno,doctor,surgery,0
25,STF-13f243f8,Paula Moreno,doctor,surgery,1
26,STF-13f243f8,Paula Moreno,doctor,surgery,1
27,STF-13f243f8,Paula Moreno,doctor,surgery,0
28,STF-13f243f8,Paula Moreno,doctor,surgery,0
29,STF-13f243f8,Paula Moreno,doctor,surgery,1
30,STF-13f243f8,Paula Moreno,doctor,surgery,0
31,STF-13f243f8,Paula Moreno,doctor,surgery,1
32,STF-13f243f8,Paula Moreno,doctor,surgery,1
33,STF-13f243f8,Paula Moreno,doctor,surgery,0
34,STF-13f243f8,Paula Moreno,doctor,surgery,0
35,STF-13f243f8,Paula Moreno,doctor,surgery,1
36,STF-13f243f8,Paula Moreno,doctor,surgery,0
37,STF-13f243f8,Paula Moreno,doctor,surgery,1
38,STF-13f243f8,Paula Moreno,doctor,surgery,1
39,STF-13f243f8,Paula Moreno,doctor,surgery,0
40,STF-13f243f8,Paula Moreno,doctor,surgery,1
41,STF-13f243f8,Paula Moreno,doctor,surgery,1
42,STF-13f243f8,Paula Moreno,doctor,surgery,0
43,STF-13f243f8,Paula Moreno,doctor,surgery,1
44,STF-13f243f8,Paula Moreno,doctor,surgery,1
45,STF-13f243f8,Paula Moreno,doctor,surgery,0
46,STF-13f243f8,Paula Moreno,doctor,surgery,1
47,STF-13f243f8,Paula Moreno,doctor,surgery,1
